market_cap,tvl_current,tvl_growth_1m,tvl_stability,tvl_mcap_ratio,project_age,funding
-0.2154545506494753,-0.0064187325472401,0.2774711567970256,0.9466273903738228,-0.0839478660206956,0.928196435649689,-0.0102866159353602
-0.1103339470098279,0.0257548087158161,0.3680521774511951,0.9052555858712876,-0.1003383851182774,-0.0530612552003711,0.1722229969493671
-0.1831631738385648,-0.0212146473105176,0.2751142371886881,0.8902081783536344,-0.0904486073869669,0.5402700913759215,0.0138747415585316
-0.2397786158962695,-0.0049899952191074,0.2992783509544792,1.0071569495462214,-0.0929502891001509,-2.054147084086685,0.0027839810160004
0.4562824714514706,0.003229847282905,0.3118332550912749,0.9968797567052085,-0.0910204424024222,0.2190306810014488,0.0892003339772133
-0.2012575261029545,-0.0018823980120479,0.3044859566813814,0.9767805896698072,-0.0922760496280468,-2.054055189339383,-0.0056832591930296
-0.2209869893877427,-0.0118322937674927,0.357196975184734,0.8918229739911594,-0.1019523542354819,-1.101215425146043,0.0148059295487293
-0.2146104275359797,-0.0111983942983067,0.3012607747103595,0.9052447150474698,-0.093271002658008,-2.0578095740536666,0.0234826882543069
-0.2248969324455124,0.023425985854393,0.3545917886045499,0.9485606391784904,-0.0980166626702328,0.0193567749400682,0.0014836290512389
-0.2083517255054017,-0.0113064022391095,0.2894768792619842,0.648972893147557,-0.0690669595657079,0.3166689969619521,0.0101211943722797
-0.2138092841615063,-0.0030581262774361,0.3054538767680485,0.9780969801756184,-0.1072538956673586,-0.7537773029413614,0.0022893688407901
-0.2131158676802745,-0.0008636612934945,0.2965513851080728,0.9317694876270032,-0.0905174950777792,0.4330457162589861,-0.012580602409383
-0.1299732782681463,0.0141831966318601,0.2153504526399642,0.4397141542352778,-0.1010175998721154,-0.2139891909015014,-0.0026570511767415
-0.221683124775891,-0.0063278218622878,0.3176336959780793,0.9903221544660644,-0.088302545093723,0.0330232609045653,0.0119844622993237
-0.2102909173165183,0.0056450609469736,0.3241837878122879,0.9384514203507274,-0.0884707791302611,0.4228126076258479,-0.0013385363385838
-0.2102578897968225,0.0045288896233483,0.2654412040162521,0.8727117544275633,-0.0933613339814468,0.0698225157947323,0.0040473033840743
-0.2284164810552157,-0.0066071206223366,0.3289211158302087,0.9802665273719756,-0.0870074453498927,0.4133099582993075,0.0004219482893798
-0.1971901943152423,0.0061180295821972,0.1272450702144637,0.5003875508537234,-0.0916828575717294,-1.3368377606438258,0.0045014168072736
-0.2039289122659425,-0.0196368882440366,0.3089655105320022,0.9696499991851858,-0.107094599751771,-1.5113269737541086,0.0041220550493546
-0.2134078645276876,0.0089590385121666,0.2531190901497214,0.8154625688077775,-0.11469581648972,0.3864180440223512,0.002381695470098
-0.2128590200773851,0.0186816150472796,0.317810622589232,0.9166986471808294,-0.0935241165208627,0.430621638897924,-0.0129083510052501
-0.2245599367995621,-0.0078589707714237,0.2593481702393823,0.857122984646507,-0.0922272609421286,-1.2613242595249443,0.0131052280944618
0.999343725277836,0.0101453830694687,0.3538428168445437,0.8552357175817898,-0.1060894887673713,-0.6466509833904243,0.0848751040167415
-0.2076818793601033,-0.0034005440464611,0.3273514102980858,0.9027847369369484,-0.0960544001264065,0.5496250361741147,-0.0057742229835266
-0.1878125269242954,-0.000841773512425,0.2661900802679454,0.8049682798958453,-0.1075861902465152,0.3955711469571386,-0.0031819766257795
-0.2150638187952831,-0.0107645319676949,0.3403588690571686,0.9362633680543108,-0.0945433513274521,0.1568053092116439,0.013473596593566
-0.1985074779432368,0.0036656006732687,0.300051476718249,0.8411105823099467,-0.0938899050511707,-0.8436933445234145,0.0125111145518852
-0.2110002712184684,-0.0063698151967328,0.3176855053530702,0.8376469420801028,-0.0980418348686013,-0.8437091684409741,0.0085119844601517
-0.2192723441952085,-0.0073508890217367,0.2665406822361988,0.8002752949098022,-0.103852914780969,0.3912342780825873,-0.0098415663740814
-0.2146377955533576,0.0063391979608929,0.3083546900961643,0.9301051927086812,-0.0921382743248073,0.5504765219030177,0.0017271099282203
-0.2200858756659131,0.0054993076993462,0.3017133182571846,0.9529867763348056,-0.089664410249148,-0.0432795976359492,-0.0038039781770291
-0.2023923834986976,0.0135127459850521,0.3679582547878228,0.8842969347000742,-0.1021230692059016,-1.0747546298436677,-0.0064422755247884
-0.2265857797975072,0.0027765504182254,0.3170595844203907,0.9848491903447156,-0.0987047372534844,0.4535457608017991,0.0146818372097989
-0.2205256170476815,0.000549604632332,0.546425813278091,0.8052751077084273,-0.0959907961224403,0.4174489799396775,0.0018491605845103
0.3253565606308776,-0.0091593116881257,0.318456350560839,0.8610381130964095,-0.0990026359546544,-0.0523285314356146,-0.0129211704192036
-0.211683866714448,-0.0022641191230622,0.3162142998999342,0.92390213089441,-0.1019250531632164,0.5424069690958886,0.0053096785280741
-0.1934027965839848,0.0148081801556109,0.254194515001623,0.8624813697342123,-0.1021761264629975,-0.9738524407696174,0.0168423180198145
-0.2178926084028181,0.0124966690559118,0.2779454191119137,0.9436176880075628,-0.0908181212312395,0.9119884004617056,-0.0021279742510514
-0.0731710109222328,0.0189615772591354,0.4422355956503836,0.8817753170108308,-0.1023315068749053,-0.3594829454543947,0.0082763459422109
-0.1947493626237924,0.0045091828981462,0.3790467380515099,0.7988238727716449,-0.0901357946839196,1.0055871754439083,0.0643620485787759
-0.0683936232855514,0.018657102300065,0.3465139148668624,0.9550749406459612,-0.0743768597079227,-0.0006877387694104,0.0153806350841252
