market_cap,tvl_current,tvl_growth_1m,tvl_stability,tvl_mcap_ratio,project_age,funding,Current TVL,TVL 1 month ago,TVL 2 months ago,TVL 3 months ago,trust_score
1.8931482601665104,9.211600900460556e-05,0.3190696192448622,0.9954846478025284,-0.0958817628649105,0.9601765612963744,0.0122044257043864,13.925409755323338,13.922281529272707,13.923542668975061,13.940161478292902,0.5929639430713344
1.0032666014432747,0.009830163175762133,0.3643460251712602,0.8674493277142282,-0.0958174204818924,-0.6625201388437159,0.0847878669020069,18.600443955411937,18.464896650564352,18.292190700352254,18.4928969932174,0.2541566747952152
0.4332124040435086,4.110514094193957e-05,0.318209335669906,0.9996989765201686,-0.0958816074826464,0.2207210072065136,0.103157481859188,13.118469839700351,13.118034745942175,13.117941701326941,13.118469839694246,0.2364491963083248
0.3991117806147664,0.025043487623427868,0.3295523339174765,0.9690949227373068,-0.0955529316169897,0.1513970490105892,1.9611688566385576e-05,19.543231003092494,19.507875288190288,19.475811247169027,19.45293008962087,0.2168357356187546
0.336181902358442,0.0013699861407819897,0.3192289310180022,0.8559100943206903,-0.0958622977049108,-0.0514448526706858,0.0009152121330979,16.625555061823906,16.621998039354608,16.571201837372733,11.918905623750353,0.1656607055461841
0.1565355264021,0.002392004776413006,0.1825712920184801,0.6500100341159943,-0.0958307833566092,0.9576038721811034,0.0063411126364646,17.18339741423368,17.737370807116033,18.024963589777027,17.630567629982128,0.1971838358476962
0.0716338374276667,0.025781111563731342,0.3214911581965907,0.934878587196468,-0.095157074110579,0.1282890629452813,0.0748315486696737,19.572629672261662,19.561991901920333,19.42155167042462,19.291593527035698,0.1525313217931123
-0.000952441717508,0.00038365179062513783,0.2754181934044926,0.9176199076861328,-0.0958678632150994,1.0115225063334894,0.0799666601294371,15.35224142513985,15.495969421899263,15.495347053242,15.571657695679042,0.2139779902781851
-0.0546457626018886,0.00017443268736937965,0.3367850884180341,0.9531406783062412,-0.0958734852279295,0.02045179464051,0.0194155716807217,14.563940651453406,14.506853258223476,14.497373280596662,14.36964456002566,0.1077127499753923
-0.0595439369657982,0.004538024195223763,0.2691094471881472,0.9002608870158537,-0.0956499466524603,-1.669003877242256,0.013532065110806,17.824830911960756,17.991741081157073,17.958078370970775,17.903505690440003,0.0
-0.1017615350547335,0.009271533433532932,0.2626413891986618,0.8741721854304635,-0.0952308806860499,0.9550388857278544,0.0246453552984245,18.541657447485242,18.732850009268013,18.697043212751957,18.855036660844956,0.1793415042617679
-0.1135171535281165,1.30886053997216e-05,0.3056555679464712,0.938992574754164,-0.0958810989588728,0.9190905620722566,0.0007844675426554,11.974069085435378,12.01388102499636,12.051768825485883,12.238892915534805,0.1793699938548645
-0.1143101912822733,0.00654904893627456,0.3269714831926079,0.953742725265904,-0.0953660208788786,-1.0887315364942811,0.0246222135059161,18.19266546810665,18.165136331820218,18.129987591898885,18.27065414761284,0.0
-0.1229869572983418,0.0006152756749457187,0.2979448781264935,0.9152117198474812,-0.0958292577852885,1.0063925334269908,0.0005229783617702,15.824692236870318,15.890016799050953,15.929065776309569,16.189524253758776,0.1831892970977744
-0.1399672950932284,0.0023730391258575435,0.3661940417396845,0.9187236604455148,-0.0956325014618945,-0.0257641774901063,0.0010917173301954,17.175427560258715,17.034823744432746,17.058432776819206,16.95915436033394,0.0842801542175359
-0.1410868778049792,0.0052524578174620645,0.3333758164728373,0.9496287377082078,-0.095320536252464,-0.1721147559037245,0.2034251421847421,17.971392822397227,17.924470463698924,17.918395393885454,18.088491315586822,0.0902326070865523
-0.1430927968301993,1.4088943903905625e-05,0.2290584674207424,0.4370860927152317,-0.0958805763094389,-0.1977954310843039,0.0030724978754004,12.047717460414466,12.37538662355581,12.617795907380652,14.644094884844783,0.0041450391410397
-0.1462182985671702,0.03370263891832152,0.2899792894694918,0.9280553883202888,-0.091957979302313,-0.3877892925132675,0.1533634045891351,19.84454409489704,19.936866253770948,19.955282619585788,20.094206398405845,0.0638927741944574
-0.1467780899230456,7.829000680495529e-05,0.2403377409590569,0.7879791290387316,-0.0958730755837786,-1.3557597208029604,0.0185306988298359,13.762774222616917,14.042433284646943,14.286035959207073,14.351230893542091,0.0
-0.1623589493282438,7.033080278298863e-05,0.3016727736179704,0.9540437487457354,-0.0958716347664201,1.052608505557607,0.0305288618683402,13.655560262488509,13.708392270007282,13.723842684773496,13.821744058120496,0.1870504372173665
-0.1647380625907142,0.0015928885625518913,0.327481280866656,0.9656833232992172,-0.0956336315147246,1.0859841400979338,0.0064718572269072,16.776414982340942,16.747346032754972,16.768567884719904,16.8549543898064,0.1916679423745726
-0.1827913338176953,7.943881433472705e-05,0.2826509479050502,0.8398555087296808,-0.0958629898622692,-1.7331901598696602,0.0017650519709747,13.777341907849742,13.895176231227731,14.030418582954455,14.443181434429631,0.0
-0.1840508643684149,3.0963435281751938e-06,0.2851999362752908,0.8990567930965281,-0.0958813390950992,0.5288274880772889,0.0037262208276132,10.532564875170246,10.64152483212692,10.555332292971977,10.369564684734318,0.1204894441768047
-0.1927276303844834,5.255828356575711e-06,0.3140672295682651,0.8376480032109169,-0.0958803079218917,0.0538274291808364,0.0007844675426554,11.061670415710218,11.074343991019704,11.453896406140897,11.608276148227004,0.067706454645629
-0.1986987381804875,5.474741117257663e-05,0.2822048749402581,0.9181216134858518,-0.0958567886973636,0.225850980113012,0.0014381904948682,13.405073032254563,13.524488104219127,13.526960693609993,13.678573924597185,0.0886569871901568
-0.2052762866120232,9.515593283256794e-05,0.3166799426477616,0.9675898053381496,-0.0958109933064208,2.308142415106017,0.0063411126364646,13.95787944001203,13.96225184488363,13.943931218239946,14.097425600807014,0.304472211369547
-0.2057894286882423,0.00024610419461033466,0.3211088099410547,0.9210315071242222,-0.0956888769724599,0.4338228547007856,0.0161469569196574,14.908192426929606,14.898732901888284,14.841318752812553,15.183429320023533,0.1137613292052375
-0.2058360779678986,1.7179360149918053e-05,0.3010992512346662,0.9533413606261288,-0.0958685694981182,-0.6984684624993138,0.0006537229522128,12.246036224791297,12.300779664287623,12.28886533579466,12.39339433645903,0.0001193810900009
-0.2066757650017117,0.00018012350877384743,0.3079815198343157,0.975817780453542,-0.0957271857634028,-2.048999302762205,0.0,14.596047335509367,14.628290354780253,14.607390373464655,14.614690999790463,0.0
-0.2075154520355248,1.567295173539459e-06,0.3139716425043811,0.9790286975717438,-0.0958806328120804,-1.525218285281887,0.0014381904948682,9.851720242614569,9.864730418993213,9.84943959280257,9.910675662065122,0.0
-0.2080285941117439,0.0002425516251666494,0.2403377409590569,0.7757375075255869,-0.0956378974641586,-1.2299521420014012,0.0166045629862064,14.893650229044184,15.1733444518614,15.375313077139253,15.65366232650252,0.0
-0.2096146696200575,0.0008051024690706795,0.3083957304444799,0.8456752960064217,-0.0948685151203936,-0.8345436897758916,0.012159246911159,16.09368626977265,16.12456330418727,16.424438538547104,16.680270925223155,0.0
-0.2097546174590263,0.00041704559922947057,0.3029472678030906,0.9341761990768612,-0.095345326786426,0.4312578682475361,0.0009152121330979,15.435718326005604,15.484378155181131,15.514438310086483,15.722041973794134,0.1107812153599984
-0.2103144088149017,7.302778925544491e-05,0.2693006213159152,0.8069436082681115,-0.0957788150520815,0.3876068825701692,0.0018010067333464,13.69319174512239,13.859353770492172,14.00592797418792,14.486713610854867,0.090153765481924
-0.2109674987300897,0.0003717446360529362,0.313716743667357,0.9654826409793296,-0.0952873833275587,0.4363955438160566,0.0005229783617702,15.320707288661218,15.33449919949488,15.273908846166938,15.326207670146607,0.1152181368727129
-0.2109674987300897,8.603422226489685e-06,0.2890234188306516,0.940598033313265,-0.0958683576132126,0.4158525442039977,0.0019284827090279,11.554488243522073,11.650125955627104,11.653788302789735,11.727147044719757,0.1081686453825034
-0.2114155650611882,3.646726594922761e-05,0.3101162975943922,0.9564519365843868,-0.0958180278852886,0.5236898125087689,0.0027456363992939,12.998749620448075,13.02409004833822,13.090205714195005,13.14583439357392,0.1226536680963752
-0.2119091144399517,9.281346599448765e-06,0.5606499920344113,0.8090507726269315,-0.0958638232762315,0.4184175306572467,0.0011113290187618,11.63033444902844,11.064261952634407,11.066030176809475,11.181173717488326,0.1221638864017278
-0.212475436694979,2.042302328061097e-06,0.31830492273379,0.7397150311057595,-0.0958774404128351,0.505719502011981,0.0004576060665489,10.116434342691315,10.115728486928687,2.4091265111120133,2.4091265111120133,0.0995435133669902
-0.2145260457301098,9.964572874459877e-06,0.3198343157559344,0.5552879791290386,-0.0958265880354772,0.3799042205483997,0.0058312087337386,11.701363610570171,11.69589439550591,12.853534121844477,13.031892853549646,0.0688090662209978
-0.2147968447985145,7.747046221737587e-05,0.318273060379162,0.972105157535621,-0.0953498469977467,0.4209902197725176,0.0064718572269072,13.752250587439592,13.751611114930116,13.7526286372289,13.546824757490935,0.1145415518478386
-0.215377255135998,0.0001951864226167923,0.3430938346343795,0.9396949628737706,-0.0932029020026764,0.1488243598953182,0.0011638948813492,14.676367170738454,14.60081712916969,14.633133669094523,14.735176573382674,0.0862706202690622
-0.21557919986763,2.622129484838507e-06,0.31814561096065,0.997792494481236,-0.0958269835539677,-2.064404626805744,0.0017650519709747,10.366334452396748,10.36615561215909,10.361364814624942,10.358728862645583,0.0
-0.2155918884716965,5.2457662376055574e-08,0.295555201529393,0.9386915512743326,-0.0958809718279294,0.926793224094026,0.0004314571484604,6.456180707252646,6.529429553533284,6.5345505971397175,6.689720766772959,0.1586466330505084
-0.2156471212188096,4.486844399528026e-06,0.3281503903138442,0.9655829821392734,-0.0957672461362326,0.1385567114202998,0.006667974112571,10.90348482166045,10.872397986909528,10.870162673318362,10.99197530512322,0.0864024163480184
-0.2157466707815961,3.158758330575556e-06,0.3015771865540864,0.958458759783263,-0.0957633192026477,-0.0334668395118758,0.0009478982807086,10.552521475179894,10.605752054717131,10.57819212283732,10.619779429990167,0.0652386581647317
-0.2157667299718483,9.362326142879317e-05,0.318081886251394,0.965281958659442,-0.0919936042177843,-1.3300867482844032,0.0033960907367457,13.941640616179718,13.941640616178546,13.941640616178546,14.1559007941983,0.0
-0.2157701353692632,1.510917954166397e-06,0.2690457224788912,0.8775837848685529,-0.0958182397701943,-0.1798174179254939,0.0003268614761064,9.815088300558214,9.982198664645063,9.9168466185299,10.075827315319454,0.0391875097801977
-0.2159509013279313,1.1651588174402879e-05,0.3603313684881313,0.9347782460365242,-0.0843549273582472,-0.1798174179254939,0.006667974112571,11.857769626520621,11.733216884580907,11.75770799183316,11.773020540698349,0.0563555106158635
-0.2151304337973366,0.0005874514229270209,0.218193404492592,0.7794501304435079,-0.0902195342796909,-0.7164387729961018,0.0112209452833888,15.77840146877897,16.15460250550423,16.15074298348489,15.72510542211646,0.0
-0.1889023894526683,2.0439207082697495e-05,0.3277999044129361,0.9654826409793296,-0.0958760843494389,-1.509812961238348,0.001274759756815,12.419783367570215,12.38971171660423,12.394548993967096,12.514794241660727,0.0
-0.178266353691036,0.003910093598413033,0.1244543571769953,0.5280955247842664,-0.0950522475849198,-1.60994756752135,0.0036346996143034,17.675586322517823,18.611413962216947,18.71017928229129,19.123663262807305,0.0
-0.2153491256203653,9.227600035704266e-07,0.3112952047156285,0.792996187035922,-0.0958700385667975,-0.2054980931060734,0.0074221546708504,9.32202030164135,9.343514121529045,8.913428605976453,9.525509884675813,0.0331714451126474
-0.2159395655529748,5.256471053094477e-06,0.2608889596941214,0.8925346177001805,-0.0937194774026706,-1.2556251145199586,0.0016212329214878,11.061792689859157,11.259620645803508,11.27914766885076,11.303236314292459,0.0
-0.2155733220583933,2.468206809792556e-07,0.3218097817428708,0.9806341561308448,-0.0958770025173634,0.4363955438160566,0.0194155716807217,8.003564528427304,7.991973562551423,7.996728066584494,8.075389943146394,0.118329352252944
-0.2140604392698605,1.627283444141343e-06,0.322893101800223,0.9318683523981536,-0.0958752791867974,0.4132875577507481,0.0017650519709747,9.88927898799719,9.874247640068834,9.834572670686477,9.410683330920406,0.1097884334812102
-0.0550189568391389,0.0018349833478463714,0.4247889119005895,0.8727674091912502,-0.095791005496987,-0.364681306447959,0.0096097273975289,16.918022389983488,16.629135447368313,16.632306995712447,16.499357694668557,0.0693351990017761
-0.2080285941117439,0.0003424027763813595,0.1535765493069938,0.4939795304033714,-0.0955373368879333,-1.3377894103061725,0.0018304242661959,15.23847323290056,15.96470781720849,16.779815687642998,17.0310224466073,0.0
-0.2148095800518607,1.986659565323633e-05,0.31798629918751,0.998896247240618,-0.0957441083045347,0.6417947292885586,0.0007844675426554,12.39136793963152,12.39170133755233,12.39352788294903,12.391582076482845,0.1386276087681306
-0.2158225225103172,5.017630564988947e-08,0.318081886251394,1.0,-0.0958791778690615,0.0769354152461449,0.0005883506569915,6.411790678210303,6.411790681122494,6.411790681122494,6.411790681122494,0.0820141965771071
-0.2125766656318331,6.223530669058367e-06,0.2275927991078541,0.7595825807746336,-0.0958674253196277,0.4492281787443241,0.0027456363992939,11.230668144227513,11.564783059190676,11.80036247464658,11.947196331659544,0.0870210284658086
